city_fip,PLACENAME,State-City
US2603200,Applegate village,US26-APPLEGATE VILLAGE
US2611180,Brown City,US26-BROWN CITY
US2613620,Carsonville village,US26-CARSONVILLE VILLAGE
US2618920,Croswell,US26-CROSWELL
US2621100,Deckerville village,US26-DECKERVILLE VILLAGE
US2629660,Forestville village,US26-FORESTVILLE VILLAGE
US2647280,Lexington village,US26-LEXINGTON VILLAGE
US2651820,Marlette,US26-MARLETTE
US2652920,Melvin village,US26-MELVIN VILLAGE
US2654560,Minden City village,US26-MINDEN CITY VILLAGE
US2663260,Peck village,US26-PECK VILLAGE
US2665900,Port Sanilac village,US26-PORT SANILAC VILLAGE
US2671540,Sandusky,US26-SANDUSKY
US2674380,Snover,US26-SNOVER
US2650760,Manistique,US26-MANISTIQUE
US2605080,Bancroft village,US26-BANCROFT VILLAGE
US2612260,Byron village,US26-BYRON VILLAGE
US2618300,Corunna,US26-CORUNNA
US2623500,Durand,US26-DURAND
US2637620,Henderson,US26-HENDERSON
US2644200,Laingsburg,US26-LAINGSBURG
US2646880,Lennon village,US26-LENNON VILLAGE
US2653730,Middletown,US26-MIDDLETOWN
US2655560,Morrice village,US26-MORRICE VILLAGE
US2657520,New Lothrop village,US26-NEW LOTHROP VILLAGE
US2661940,Owosso,US26-OWOSSO
US2663700,Perry,US26-PERRY
US2672700,Shaftsburg,US26-SHAFTSBURG
US2682020,Vernon village,US26-VERNON VILLAGE
US2600700,Akron village,US26-AKRON VILLAGE
US2613420,Caro,US26-CARO
US2613880,Cass City village,US26-CASS CITY VILLAGE
US2627080,Fairgrove village,US26-FAIRGROVE VILLAGE
US2629920,Fostoria,US26-FOSTORIA
US2631180,Gagetown village,US26-GAGETOWN VILLAGE
US2643380,Kingston village,US26-KINGSTON VILLAGE
US2652540,Mayville village,US26-MAYVILLE VILLAGE
US2654220,Millington village,US26-MILLINGTON VILLAGE
US2667900,Reese village,US26-REESE VILLAGE
US2681420,Unionville village,US26-UNIONVILLE VILLAGE
US2681840,Vassar,US26-VASSAR
US2605140,Bangor,US26-BANGOR
US2609220,Bloomingdale village,US26-BLOOMINGDALE VILLAGE
US2610180,Breedsville village,US26-BREEDSVILLE VILLAGE
US2621040,Decatur village,US26-DECATUR VILLAGE
US2632640,Gobles,US26-GOBLES
US2636960,Hartford,US26-HARTFORD
US2646440,Lawrence village,US26-LAWRENCE VILLAGE
US2646500,Lawton village,US26-LAWTON VILLAGE
US2652380,Mattawan village,US26-MATTAWAN VILLAGE
US2662980,Paw Paw village,US26-PAW PAW VILLAGE
US2674980,South Haven,US26-SOUTH HAVEN
US2603000,Ann Arbor,US26-ANN ARBOR
US2605660,Barton Hills village,US26-BARTON HILLS VILLAGE
US2615020,Chelsea,US26-CHELSEA
US2622160,Dexter,US26-DEXTER
US2650660,Manchester village,US26-MANCHESTER VILLAGE
US2653920,Milan,US26-MILAN
US2671140,Saline,US26-SALINE
US2687060,Whitmore Lake,US26-WHITMORE LAKE
US2689140,Ypsilanti,US26-YPSILANTI
US2601380,Allen Park,US26-ALLEN PARK
US2607020,Belleville,US26-BELLEVILLE
US2621000,Dearborn,US26-DEARBORN
US2621020,Dearborn Heights,US26-DEARBORN HEIGHTS
US2622000,Detroit,US26-DETROIT
US2624740,Ecorse,US26-ECORSE
US2628360,Flat Rock,US26-FLAT ROCK
US2631420,Garden City,US26-GARDEN CITY
US2632020,Gibraltar,US26-GIBRALTAR
US2635480,Grosse Pointe,US26-GROSSE POINTE
US2635520,Grosse Pointe Farms,US26-GROSSE POINTE FARMS
US2635540,Grosse Pointe Park,US26-GROSSE POINTE PARK
US2635580,Grosse Pointe Woods,US26-GROSSE POINTE WOODS
US2636280,Hamtramck,US26-HAMTRAMCK
US2636700,Harper Woods,US26-HARPER WOODS
US2638180,Highland Park,US26-HIGHLAND PARK
US2640680,Inkster,US26-INKSTER
US2647800,Lincoln Park,US26-LINCOLN PARK
US2649000,Livonia,US26-LIVONIA
US2652940,Melvindale,US26-MELVINDALE
US2658980,Northville,US26-NORTHVILLE
US2665060,Plymouth,US26-PLYMOUTH
US2668760,River Rouge,US26-RIVER ROUGE
US2668880,Riverview,US26-RIVERVIEW
US2669180,Rockwood,US26-ROCKWOOD
US2669420,Romulus,US26-ROMULUS
US2674960,Southgate,US26-SOUTHGATE
US2679000,Taylor,US26-TAYLOR
US2680420,Trenton,US26-TRENTON
US2682453,Village of Grosse Pointe Shores,US26-VILLAGE OF GROSSE POINTE SHORES
US2684940,Wayne,US26-WAYNE
US2686000,Westland,US26-WESTLAND
US2688380,Woodhaven,US26-WOODHAVEN
US2688900,Wyandotte,US26-WYANDOTTE
US2609560,Boon,US26-BOON
US2611480,Buckley village,US26-BUCKLEY VILLAGE
US2612290,Caberfae,US26-CABERFAE
US2612320,Cadillac,US26-CADILLAC
US2636590,Haring,US26-HARING
US2636720,Harrietta village,US26-HARRIETTA VILLAGE
US2650880,Manton,US26-MANTON
US2653320,Mesick village,US26-MESICK VILLAGE
US2685110,Wedgewood,US26-WEDGEWOOD
US2700460,Aitkin,US27-AITKIN
US2729096,Hill City,US27-HILL CITY
US2738996,McGrath,US27-MCGRATH
US2739014,McGregor,US27-MCGREGOR
US2749498,Palisade,US27-PALISADE
US2764156,Tamarack,US27-TAMARACK
US2701486,Andover,US27-ANDOVER
US2701720,Anoka,US27-ANOKA
US2705554,Bethel,US27-BETHEL
US2706382,Blaine,US27-BLAINE
US2710648,Centerville,US27-CENTERVILLE
US2711494,Circle Pines,US27-CIRCLE PINES
US2712700,Columbia Heights,US27-COLUMBIA HEIGHTS
US2712718,Columbus,US27-COLUMBUS
US2713114,Coon Rapids,US27-COON RAPIDS
US2717486,East Bethel,US27-EAST BETHEL
US2722814,Fridley,US27-FRIDLEY
US2726738,Ham Lake,US27-HAM LAKE
US2729258,Hilltop,US27-HILLTOP
US2736836,Lexington,US27-LEXINGTON
US2737322,Lino Lakes,US27-LINO LAKES
US2740814,Martin Lake,US27-MARTIN LAKE
US2747536,Nowthen,US27-NOWTHEN
US2747690,Oak Grove,US27-OAK GROVE
US2753026,Ramsey,US27-RAMSEY
US2756950,St. Francis,US27-ST. FRANCIS
US2761996,Spring Lake Park,US27-SPRING LAKE PARK
US2702728,Audubon,US27-AUDUBON
US2709280,Callaway,US27-CALLAWAY
US2715832,Detroit Lakes,US27-DETROIT LAKES
US2718440,Elbow Lake,US27-ELBOW LAKE
US2722472,Frazee,US27-FRAZEE
US2734784,Lake Park,US27-LAKE PARK
US2748130,Ogema,US27-OGEMA
US2748760,Osage,US27-OSAGE
US2751234,Pine Point,US27-PINE POINT
US2770006,White Earth,US27-WHITE EARTH
US2771338,Wolf Lake,US27-WOLF LAKE
US2705068,Bemidji,US27-BEMIDJI
US2706256,Blackduck,US27-BLACKDUCK
US2722976,Funkley,US27-FUNKLEY
US2732606,Kelliher,US27-KELLIHER
US2737656,Little Rock,US27-LITTLE ROCK
US2751892,Ponemah,US27-PONEMAH
US2753386,Redby,US27-REDBY
US2753458,Red Lake,US27-RED LAKE
US2761114,Solway,US27-SOLWAY
US2764444,Tenstrike,US27-TENSTRIKE
US2765794,Turtle River,US27-TURTLE RIVER
US2770708,Wilton,US27-WILTON
US2721536,Foley,US27-FOLEY
US2723804,Gilman,US27-GILMAN
US2753998,Rice,US27-RICE
US2755366,Ronneby,US27-RONNEBY
US2756176,Royalton,US27-ROYALTON
US2756896,St. Cloud,US27-ST. CLOUD
US2758612,Sartell,US27-SARTELL
US2758684,Sauk Rapids,US27-SAUK RAPIDS
US2703718,Barry,US27-BARRY
US2704204,Beardsley,US27-BEARDSLEY
US2711980,Clinton,US27-CLINTON
US2713384,Correll,US27-CORRELL
US2724758,Graceville,US27-GRACEVILLE
US2732012,Johnson,US27-JOHNSON
US2748058,Odessa,US27-ODESSA
US2748706,Ortonville,US27-ORTONVILLE
US2701324,Amboy,US27-AMBOY
US2717378,Eagle Lake,US27-EAGLE LAKE
US2723084,Garden City,US27-GARDEN CITY
US2724506,Good Thunder,US27-GOOD THUNDER
US2734190,Lake Crystal,US27-LAKE CRYSTAL
US2739320,Madison Lake,US27-MADISON LAKE
US2739878,Mankato,US27-MANKATO
US2740310,Mapleton,US27-MAPLETON
US2743198,Minnesota Lake,US27-MINNESOTA LAKE
US2747068,North Mankato,US27-NORTH MANKATO
US2750200,Pemberton,US27-PEMBERTON
US2756824,St. Clair,US27-ST. CLAIR
US2760754,Skyline,US27-SKYLINE
US2766910,Vernon Center,US27-VERNON CENTER
US2712394,Cobden,US27-COBDEN
US2712772,Comfrey,US27-COMFREY
US2719754,Essig,US27-ESSIG
US2719880,Evan,US27-EVAN
US2727008,Hanska,US27-HANSKA
US2746042,New Ulm,US27-NEW ULM
US2759116,Searles,US27-SEARLES
US2760844,Sleepy Eye,US27-SLEEPY EYE
US2761816,Springfield,US27-SPRINGFIELD
US2703628,Barnum,US27-BARNUM
US2705744,Big Lake,US27-BIG LAKE
US2710018,Carlton,US27-CARLTON
US2712160,Cloquet,US27-CLOQUET
US2713780,Cromwell,US27-CROMWELL
US2719718,Esko,US27-ESKO
US2732966,Kettle River,US27-KETTLE RIVER
US2739446,Mahtowa,US27-MAHTOWA
US2743954,Moose Lake,US27-MOOSE LAKE
US2758936,Scanlon,US27-SCANLON
US2771788,Wrenshall,US27-WRENSHALL
US2771824,Wright,US27-WRIGHT
US2710144,Carver,US27-CARVER
US2710918,Chanhassen,US27-CHANHASSEN
US2710972,Chaska,US27-CHASKA
US2712664,Cologne,US27-COLOGNE
US2714054,Crown College,US27-CROWN COLLEGE
US2726666,Hamburg,US27-HAMBURG
US2741138,Mayer,US27-MAYER
US2745556,New Germany,US27-NEW GERMANY
US2747520,Norwood Young America,US27-NORWOOD YOUNG AMERICA
US2760016,Shorewood,US27-SHOREWOOD
US2767036,Victoria,US27-VICTORIA
US2767432,Waconia,US27-WACONIA
US2768548,Watertown,US27-WATERTOWN
US2703124,Backus,US27-BACKUS
US2705104,Bena,US27-BENA
US2707174,Boy River,US27-BOY RIVER
US2710252,Cass Lake,US27-CASS LAKE
US2711296,Chickamaw Beach,US27-CHICKAMAW BEACH
US2717630,East Gull Lake,US27-EAST GULL LAKE
US2720798,Federal Dam,US27-FEDERAL DAM
US2726378,Hackensack,US27-HACKENSACK
US2734928,Lake Shore,US27-LAKE SHORE
US2738114,Longville,US27-LONGVILLE
US2744422,Motley,US27-MOTLEY
US2750902,Pillager,US27-PILLAGER
US2751280,Pine River,US27-PINE RIVER
US2753782,Remer,US27-REMER
US2767792,Walker,US27-WALKER
US2769880,Whipholt,US27-WHIPHOLT
US2711548,Clara City,US27-CLARA CITY
US2725280,Granite Falls,US27-GRANITE FALLS
US2741210,Maynard,US27-MAYNARD
US2742146,Milan,US27-MILAN
US2743720,Montevideo,US27-MONTEVIDEO
US2753296,Raymond,US27-RAYMOND
US2768656,Watson,US27-WATSON
US2710576,Center City,US27-CENTER CITY
US2711350,Chisago City,US27-CHISAGO CITY
US2727278,Harris,US27-HARRIS
US2737304,Lindstrom,US27-LINDSTROM
US2746798,North Branch,US27-NORTH BRANCH
US2756266,Rush City,US27-RUSH CITY
US2759314,Shafer,US27-SHAFER
US2762320,Stacy,US27-STACY
US2764318,Taylors Falls,US27-TAYLORS FALLS
US2772022,Wyoming,US27-WYOMING
US2703214,Baker,US27-BAKER
US2703574,Barnesville,US27-BARNESVILLE
US2712862,Comstock,US27-COMSTOCK
US2715976,Dilworth,US27-DILWORTH
US2720834,Felton,US27-FELTON
US2723498,Georgetown,US27-GEORGETOWN
US2724182,Glyndon,US27-GLYNDON
US2727746,Hawley,US27-HAWLEY
US2729402,Hitterdal,US27-HITTERDAL
US2743864,Moorhead,US27-MOORHEAD
US2756554,Sabin,US27-SABIN
US2766136,Ulen,US27-ULEN
US2703196,Bagley,US27-BAGLEY
US2711746,Clearbrook,US27-CLEARBROOK
US2717882,Ebro,US27-EBRO
US2718440,Elbow Lake,US27-ELBOW LAKE
US2724344,Gonvick,US27-GONVICK
US2736494,Leonard,US27-LEONARD
US2754056,Rice Lake,US27-RICE LAKE
US2756212,Roy Lake,US27-ROY LAKE
US2759782,Shevlin,US27-SHEVLIN
US2761340,South End,US27-SOUTH END
US2724992,Grand Marais,US27-GRAND MARAIS
US2738546,Lutsen,US27-LUTSEN
US2705896,Bingham Lake,US27-BINGHAM LAKE
US2712772,Comfrey,US27-COMFREY
US2731796,Jeffers,US27-JEFFERS
US2744566,Mountain Lake,US27-MOUNTAIN LAKE
US2763022,Storden,US27-STORDEN
US2769250,Westbrook,US27-WESTBROOK
US2770798,Windom,US27-WINDOM
US2704042,Baxter,US27-BAXTER
US2707300,Brainerd,US27-BRAINERD
US2707516,Breezy Point,US27-BREEZY POINT
US2713924,Crosby,US27-CROSBY
US2713978,Crosslake,US27-CROSSLAKE
US2714428,Cuyuna,US27-CUYUNA
US2715346,Deerwood,US27-DEERWOOD
US2719286,Emily,US27-EMILY
US2721032,Fifty Lakes,US27-FIFTY LAKES
US2721932,Fort Ripley,US27-FORT RIPLEY
US2723192,Garrison,US27-GARRISON
US2731274,Ironton,US27-IRONTON
US2731832,Jenkins,US27-JENKINS
US2739806,Manhattan Beach,US27-MANHATTAN BEACH
US2741804,Merrifield,US27-MERRIFIELD
US2746348,Nisswa,US27-NISSWA
US2750416,Pequot Lakes,US27-PEQUOT LAKES
US2754736,Riverton,US27-RIVERTON
US2765506,Trommald,US27-TROMMALD
US2701900,Apple Valley,US27-APPLE VALLEY
US2708794,Burnsville,US27-BURNSVILLE
US2712376,Coates,US27-COATES
US2717288,Eagan,US27-EAGAN
US2720618,Farmington,US27-FARMINGTON
US2726864,Hampton,US27-HAMPTON
US2727530,Hastings,US27-HASTINGS
US2731076,Inver Grove Heights,US27-INVER GROVE HEIGHTS
US2735180,Lakeville,US27-LAKEVILLE
US2737016,Lilydale,US27-LILYDALE
US2741678,Mendota,US27-MENDOTA
US2741696,Mendota Heights,US27-MENDOTA HEIGHTS
US2742092,Miesville,US27-MIESVILLE
US2746024,New Trier,US27-NEW TRIER
US2746924,Northfield,US27-NORTHFIELD
US2753098,Randolph,US27-RANDOLPH
US2755726,Rosemount,US27-ROSEMOUNT
US2761492,South St. Paul,US27-SOUTH ST. PAUL
US2763544,Sunfish Lake,US27-SUNFISH LAKE
US2766802,Vermillion,US27-VERMILLION
US2769700,West St. Paul,US27-WEST ST. PAUL
US2706580,Blooming Prairie,US27-BLOOMING PRAIRIE
US2711566,Claremont,US27-CLAREMONT
US2715994,Dodge Center,US27-DODGE CENTER
US2727872,Hayfield,US27-HAYFIELD
US2732498,Kasson,US27-KASSON
US2739986,Mantorville,US27-MANTORVILLE
US2769304,West Concord,US27-WEST CONCORD
US2700928,Alexandria,US27-ALEXANDRIA
US2707336,Brandon,US27-BRANDON
US2709964,Carlos,US27-CARLOS
US2719898,Evansville,US27-EVANSVILLE
US2721608,Forada,US27-FORADA
US2723120,Garfield,US27-GARFIELD
US2732768,Kensington,US27-KENSINGTON
US2742254,Millerville,US27-MILLERVILLE
US2742398,Miltona,US27-MILTONA
US2745106,Nelson,US27-NELSON
US2748796,Osakis,US27-OSAKIS
US2706688,Blue Earth,US27-BLUE EARTH
US2707678,Bricelyn,US27-BRICELYN
US2715472,Delavan,US27-DELAVAN
US2717738,Easton,US27-EASTON
US2718998,Elmore,US27-ELMORE
US2722940,Frost,US27-FROST
US2733056,Kiester,US27-KIESTER
US2743198,Minnesota Lake,US27-MINNESOTA LAKE
US2767900,Walters,US27-WALTERS
US2769106,Wells,US27-WELLS
US2770924,Winnebago,US27-WINNEBAGO
US2709802,Canton,US27-CANTON
US2711008,Chatfield,US27-CHATFIELD
US2722094,Fountain,US27-FOUNTAIN
US2727188,Harmony,US27-HARMONY
US2735450,Lanesboro,US27-LANESBORO
US2738888,Mabel,US27-MABEL
US2749030,Ostrander,US27-OSTRANDER
US2750596,Peterson,US27-PETERSON
US2752450,Preston,US27-PRESTON
US2756284,Rushford,US27-RUSHFORD
US2756302,Rushford Village,US27-RUSHFORD VILLAGE
US2762104,Spring Valley,US27-SPRING VALLEY
US2769808,Whalan,US27-WHALAN
US2771950,Wykoff,US27-WYKOFF
US2700694,Albert Lea,US27-ALBERT LEA
US2700838,Alden,US27-ALDEN
US2711674,Clarks Grove,US27-CLARKS GROVE
US2712952,Conger,US27-CONGER
US2719340,Emmons,US27-EMMONS
US2722526,Freeborn,US27-FREEBORN
US2723354,Geneva,US27-GENEVA
US2724056,Glenville,US27-GLENVILLE
US2727404,Hartland,US27-HARTLAND
US2727944,Hayward,US27-HAYWARD
US2729636,Hollandale,US27-HOLLANDALE
US2739716,Manchester,US27-MANCHESTER
US2744890,Myrtle,US27-MYRTLE
US2765920,Twin Lakes,US27-TWIN LAKES
US2704798,Bellechester,US27-BELLECHESTER
US2709730,Cannon Falls,US27-CANNON FALLS
US2715706,Dennison,US27-DENNISON
US2722904,Frontenac,US27-FRONTENAC
US2724398,Goodhue,US27-GOODHUE
US2732840,Kenyon,US27-KENYON
US2734172,Lake City,US27-LAKE CITY
US2751136,Pine Island,US27-PINE ISLAND
US2753620,Red Wing,US27-RED WING
US2767972,Wanamingo,US27-WANAMINGO
US2772328,Zumbrota,US27-ZUMBROTA
US2702422,Ashby,US27-ASHBY
US2703682,Barrett,US27-BARRETT
US2718458,Elbow Lake,US27-ELBOW LAKE
US2728646,Herman,US27-HERMAN
US2729474,Hoffman,US27-HOFFMAN
US2746492,Norcross,US27-NORCROSS
US2769142,Wendell,US27-WENDELL
US2706616,Bloomington,US27-BLOOMINGTON
US2707948,Brooklyn Center,US27-BROOKLYN CENTER
US2707966,Brooklyn Park,US27-BROOKLYN PARK
US2710846,Champlin,US27-CHAMPLIN
US2710918,Chanhassen,US27-CHANHASSEN
US2713168,Corcoran,US27-CORCORAN
US2714158,Crystal,US27-CRYSTAL
US2715022,Dayton,US27-DAYTON
US2715148,Deephaven,US27-DEEPHAVEN
US2718116,Eden Prairie,US27-EDEN PRAIRIE
US2718188,Edina,US27-EDINA
US2720078,Excelsior,US27-EXCELSIOR
US2724308,Golden Valley,US27-GOLDEN VALLEY
US2725622,Greenfield,US27-GREENFIELD
US2725918,Greenwood,US27-GREENWOOD
US2726990,Hanover,US27-HANOVER
US2730140,Hopkins,US27-HOPKINS
US2730842,Independence,US27-INDEPENDENCE
US2738006,Long Lake,US27-LONG LAKE
US2738222,Loretto,US27-LORETTO
US2740166,Maple Grove,US27-MAPLE GROVE
US2740256,Maple Plain,US27-MAPLE PLAIN
US2741462,Medicine Lake,US27-MEDICINE LAKE
US2741480,Medina,US27-MEDINA
US2743000,Minneapolis,US27-MINNEAPOLIS
US2743252,Minnetonka,US27-MINNETONKA
US2743270,Minnetonka Beach,US27-MINNETONKA BEACH
US2743306,Minnetrista,US27-MINNETRISTA
US2744476,Mound,US27-MOUND
US2745628,New Hope,US27-NEW HOPE
US2748580,Orono,US27-ORONO
US2749012,Osseo,US27-OSSEO
US2751730,Plymouth,US27-PLYMOUTH
US2754214,Richfield,US27-RICHFIELD
US2754808,Robbinsdale,US27-ROBBINSDALE
US2755006,Rockford,US27-ROCKFORD
US2755186,Rogers,US27-ROGERS
US2756680,St. Anthony,US27-ST. ANTHONY
US2756770,St. Bonifacius,US27-ST. BONIFACIUS
US2757220,St. Louis Park,US27-ST. LOUIS PARK
US2760016,Shorewood,US27-SHOREWOOD
US2762014,Spring Park,US27-SPRING PARK
US2765164,Tonka Bay,US27-TONKA BAY
US2768818,Wayzata,US27-WAYZATA
US2771500,Woodland,US27-WOODLAND
US2708218,Brownsville,US27-BROWNSVILLE
US2709226,Caledonia,US27-CALEDONIA
US2718368,Eitzen,US27-EITZEN
US2729510,Hokah,US27-HOKAH
US2730230,Houston,US27-HOUSTON
US2733866,La Crescent,US27-LA CRESCENT
US2761852,Spring Grove,US27-SPRING GROVE
US2700496,Akeley,US27-AKELEY
US2730320,Hubbard,US27-HUBBARD
US2734370,Lake George,US27-LAKE GEORGE
US2735612,Laporte,US27-LAPORTE
US2745340,Nevis,US27-NEVIS
US2749768,Park Rapids,US27-PARK RAPIDS
US2707282,Braham,US27-BRAHAM
US2709370,Cambridge,US27-CAMBRIDGE
US2731328,Isanti,US27-ISANTI
US2756950,St. Francis,US27-ST. FRANCIS
US2762356,Stanchfield,US27-STANCHFIELD
US2703376,Ball Club,US27-BALL CLUB
US2705698,Bigfork,US27-BIGFORK
US2707048,Bovey,US27-BOVEY
US2709316,Calumet,US27-CALUMET
US2712412,Cohasset,US27-COHASSET
US2712502,Coleraine,US27-COLERAINE
US2715310,Deer River,US27-DEER RIVER
US2718260,Effie,US27-EFFIE
US2724434,Goodland,US27-GOODLAND
US2725118,Grand Rapids,US27-GRAND RAPIDS
US2730950,Inger,US27-INGER
US2732570,Keewatin,US27-KEEWATIN
US2735648,La Prairie,US27-LA PRAIRIE
US2740418,Marble,US27-MARBLE
US2744980,Nashwauk,US27-NASHWAUK
US2762284,Squaw Lake,US27-SQUAW LAKE
US2764048,Taconite,US27-TACONITE
US2768080,Warba,US27-WARBA
US2772184,Zemple,US27-ZEMPLE
US2701162,Alpha,US27-ALPHA
US2721196,Fish Lake,US27-FISH LAKE
US2728700,Heron Lake,US27-HERON LAKE
US2731562,Jackson,US27-JACKSON
US2734316,Lakefield,US27-LAKEFIELD
US2748184,Okabena,US27-OKABENA
US2770258,Wilder,US27-WILDER
US2707282,Braham,US27-BRAHAM
US2725424,Grasston,US27-GRASSTON
US2744044,Mora,US27-MORA
US2748166,Ogilvie,US27-OGILVIE
US2752756,Quamba,US27-QUAMBA
US2702692,Atwater,US27-ATWATER
US2706490,Blomkest,US27-BLOMKEST
US2732372,Kandiyohi,US27-KANDIYOHI
US2734676,Lake Lillian,US27-LAKE LILLIAN
US2745682,New London,US27-NEW LONDON
US2750344,Pennock,US27-PENNOCK
US2752558,Prinsburg,US27-PRINSBURG
US2753296,Raymond,US27-RAYMOND
US2753710,Regal,US27-REGAL
US2761690,Spicer,US27-SPICER
US2763454,Sunburg,US27-SUNBURG
US2770420,Willmar,US27-WILLMAR
US2716030,Donaldson,US27-DONALDSON
US2726576,Hallock,US27-HALLOCK
US2726612,Halma,US27-HALMA
US2730446,Humboldt,US27-HUMBOLDT
US2732444,Karlstad,US27-KARLSTAD
US2732732,Kennedy,US27-KENNEDY
US2734136,Lake Bronson,US27-LAKE BRONSON
US2735378,Lancaster,US27-LANCASTER
US2758144,St. Vincent,US27-ST. VINCENT
US2705680,Big Falls,US27-BIG FALLS
US2731040,International Falls,US27-INTERNATIONAL FALLS
US2737592,Littlefork,US27-LITTLEFORK
US2743540,Mizpah,US27-MIZPAH
US2745279,Nett Lake,US27-NETT LAKE
US2747122,Northome,US27-NORTHOME
US2753134,Ranier,US27-RANIER
US2704960,Bellingham,US27-BELLINGHAM
US2707138,Boyd,US27-BOYD
US2714968,Dawson,US27-DAWSON
US2738258,Louisburg,US27-LOUISBURG
US2739266,Madison,US27-MADISON
US2740526,Marietta,US27-MARIETTA
US2745016,Nassau,US27-NASSAU
US2704456,Beaver Bay,US27-BEAVER BAY
US2721104,Finland,US27-FINLAND
US2733578,Knife River,US27-KNIFE RIVER
US2760250,Silver Bay,US27-SILVER BAY
US2765956,Two Harbors,US27-TWO HARBORS
US2701558,Angle Inlet,US27-ANGLE INLET
US2704024,Baudette,US27-BAUDETTE
US2755438,Roosevelt,US27-ROOSEVELT
US2770402,Williams,US27-WILLIAMS
US2711872,Cleveland,US27-CLEVELAND
US2719160,Elysian,US27-ELYSIAN
US2728214,Heidelberg,US27-HEIDELBERG
US2732462,Kasota,US27-KASOTA
US2733110,Kilkenny,US27-KILKENNY
US2736134,Le Center,US27-LE CENTER
US2736746,Le Sueur,US27-LE SUEUR
US2739878,Mankato,US27-MANKATO
US2743738,Montgomery,US27-MONTGOMERY
US2745808,New Prague,US27-NEW PRAGUE
US2768584,Waterville,US27-WATERVILLE
US2701972,Arco,US27-ARCO
US2728430,Hendricks,US27-HENDRICKS
US2731526,Ivanhoe,US27-IVANHOE
US2734100,Lake Benton,US27-LAKE BENTON
US2766046,Tyler,US27-TYLER
US2703250,Balaton,US27-BALATON
US2713564,Cottonwood,US27-COTTONWOOD
US2721410,Florence,US27-FLORENCE
US2723228,Garvin,US27-GARVIN
US2723660,Ghent,US27-GHENT
US2738708,Lynd,US27-LYND
US2740688,Marshall,US27-MARSHALL
US2743126,Minneota,US27-MINNEOTA
US2756428,Russell,US27-RUSSELL
US2764264,Taunton,US27-TAUNTON
US2765308,Tracy,US27-TRACY
US2706112,Biscay,US27-BISCAY
US2708254,Brownton,US27-BROWNTON
US2723948,Glencoe,US27-GLENCOE
US2730644,Hutchinson,US27-HUTCHINSON
US2736728,Lester Prairie,US27-LESTER PRAIRIE
US2751460,Plato,US27-PLATO
US2760376,Silver Lake,US27-SILVER LAKE
US2762788,Stewart,US27-STEWART
US2771086,Winsted,US27-WINSTED
US2704348,Beaulieu,US27-BEAULIEU
US2704672,Bejou,US27-BEJOU
US2739392,Mahnomen,US27-MAHNOMEN
US2742010,Midway,US27-MIDWAY
US2745052,Naytahwaush,US27-NAYTAHWAUSH
US2751028,Pine Bend,US27-PINE BEND
US2754596,Riverland,US27-RIVERLAND
US2756212,Roy Lake,US27-ROY LAKE
US2764547,The Ranch,US27-THE RANCH
US2765927,Twin Lakes,US27-TWIN LAKES
US2768674,Waubun,US27-WAUBUN
US2769690,West Roy Lake,US27-WEST ROY LAKE
US2701252,Alvarado,US27-ALVARADO
US2702134,Argyle,US27-ARGYLE
US2726216,Grygla,US27-GRYGLA
US2729870,Holt,US27-HOLT
US2741912,Middle River,US27-MIDDLE RIVER
US2745520,Newfolden,US27-NEWFOLDEN
US2748976,Oslo,US27-OSLO
US2762698,Stephen,US27-STEPHEN
US2763112,Strandquist,US27-STRANDQUIST
US2767090,Viking,US27-VIKING
